EREIGNISJAHR_N;Bezirk;1_F;1_M;2_F;2_M;3_F;3_M;4_F;4_M;5_F;5_M;6_F;6_M;7_F;7_M;8_F;8_M;9_F;9_M;10_F;10_M;11_F;11_M;12_F;12_M;13_F;13_M;14_F;14_M;15_F;15_M;16_F;16_M;17_F;17_M;18_F;18_M;19_F;19_M;20_F;20_M
2019;506;3;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;2;2;2;NA;3;3;13;7;14;5;10;6;19;15;30;16;30;37;30;52;37;37;26;18;7
2019;600;2;1;NA;NA;NA;NA;NA;NA;1;2;NA;2;NA;NA;NA;NA;NA;NA;NA;2;2;4;5;1;2;10;8;4;4;11;8;18;19;24;38;36;30;16;16;8
2019;700;1;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;1;NA;2;4;2;11;4;5;3;5;10;14;9;24;17;25;28;22;32;25;33;15;28;7
2019;800;NA;1;1;1;NA;NA;NA;1;NA;4;1;1;NA;1;NA;NA;1;NA;2;4;6;6;5;10;4;11;9;17;13;23;22;30;34;34;39;32;45;20;25;11
2019;900;3;1;NA;1;NA;NA;1;1;NA;1;NA;3;1;2;NA;2;NA;2;5;3;6;11;3;17;10;20;18;34;39;38;33;58;71;61;74;70;84;56;27;14
2019;1001;NA;NA;1;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;1;1;NA;1;1;1;1;3;1;4;7;11;10;5;9;12;7;16;5;15;13;18;17;10;11;5
2019;1002;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;NA;NA;NA;2;3;2;2;1;1;6;5;9;7;10;7;16;10;12;16;7;14;7;9;2
2019;1003;1;1;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;1;NA;2;2;1;6;5;6;2;14;5;9;12;16;8;25;21;19;18;23;29;23;36;24;22;6
2019;1004;2;2;NA;NA;NA;NA;NA;1;NA;2;2;2;NA;3;NA;1;2;5;4;3;11;14;6;16;16;18;18;32;29;34;38;48;57;49;77;67;62;29;38;12
2019;1005;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;NA;1;1;4;1;2;6;8;6;5;12;5;10;9;7;13;21;24;18;30;22;12;5
2019;1006;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;1;NA;5;6;2;7;10;8;9;9;11;7;24;13;23;29;34;41;33;38;19;19;8
2019;1007;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;1;1;2;NA;2;4;1;2;NA;7;7;5;8;7;11;8;15;8;17;6;4;2
2019;1101;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;NA;1;1;NA;NA;1;3;1;5;2;3;3;16;4;8;8;9;8;12;17;10;14;4;9;3
2019;1102;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;1;3;2;6;3;8;8;9;8;5;14;12;16;6;7;3
2019;1103;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;1;2;3;2;3;4;2;4;7;7;6;6;3;4;3
2019;1104;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;1;1;1;2;NA;1;1;4;5;4;7;12;13;9;20;17;24;12;12;6;9;2
2019;1105;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;2;4;5;2;8;3;7;9;10;15;17;21;12;16;20;18;5;15;1
2019;1106;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;1;1;2;1;1;2;3;4;2;9;8;5;10;19;13;18;24;23;32;41;25;61;37;40;22;13;11
2019;1107;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;3;8;4;8;5;12;7;12;14;20;30;29;36;34;63;39;45;28;30;13
2019;1108;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;2;NA;1;NA;4;NA;1;1;3;6;4;6;18;7;12;10;18;25;26;24;22;49;31;44;43;51;23;22;13
2019;1109;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;2;NA;1;NA;3;1;1;1;6;1;1;3;1;4;6;9;12;9;10;13;14;24;9;10;3
2019;1110;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;1;NA;3;2;2;1;2;2;6;3;2;7;5;5;3;11;16;11;11;7;11;3
2019;1200;3;5;NA;1;NA;NA;2;NA;1;3;6;2;1;3;3;3;2;8;10;9;12;22;21;34;29;48;32;54;69;74;111;120;150;149;272;161;256;116;186;67
2019;1301;1;1;NA;NA;NA;NA;1;1;NA;3;NA;1;3;NA;3;NA;2;6;9;10;13;15;17;27;18;23;28;38;56;64;76;88;121;124;161;131;155;99;89;26
2019;1302;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;1;1;2;1;1;1;1;1;8;1;2;3;8;6;13;9;11;18;9;10;7;5;1
2019;1303;2;2;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;2;1;1;5;6;4;5;7;9;12;6;23;21;23;26;34;34;41;52;50;35;31;31;8
2019;1304;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;NA;2;4;3;1;6;10;7;9;8;20;16;24;29;21;41;36;30;17;15;6
2019;1305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;1;5;NA;5;1;1;4;4;4;8;7;5;11;11;14;10;14;10;5;2
2019;1400;2;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;1;2;2;1;NA;3;4;8;4;9;9;18;12;21;16;22;29;41;40;56;60;65;96;54;84;60;61;17
2019;1501;1;1;NA;NA;NA;NA;NA;NA;2;NA;1;1;NA;NA;NA;1;NA;1;NA;NA;1;5;4;3;6;5;3;5;5;14;8;12;12;15;18;18;40;11;16;6
2019;1502;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;3;1;3;2;2;6;6;12;8;11;11;6;12;15;12;7;11;4
2019;1503;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;NA;NA;NA;NA;NA;NA;2;2;NA;2;NA;2;4;7;4;1;5;8;11;7;14;15;12;10;12;8;1
2019;1600;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;1;1;2;1;NA;1;2;1;1;3;5;6;3;9;10;18;22;18;13;9;4;1
2019;1721;1;2;1;NA;NA;NA;1;1;1;2;NA;1;NA;1;NA;2;7;4;6;3;8;9;9;14;14;32;16;40;38;50;42;68;92;67;106;95;138;57;60;21
2019;1722;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;NA;1;2;3;1;3;2;4;10;10;11;13;15;13;19;12;21;33;29;39;25;51;20;18;9
2019;1723;1;1;NA;NA;NA;NA;NA;NA;NA;1;1;1;NA;2;2;NA;1;2;2;2;5;6;3;9;8;13;17;22;26;46;26;52;39;46;65;43;57;26;25;9
2019;1724;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;2;1;2;3;4;2;5;10;3;14;13;21;13;18;16;28;29;23;23;6;10;3
2019;1725;NA;4;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;NA;1;NA;1;NA;NA;3;3;5;4;9;5;9;13;16;10;23;19;20;32;32;30;36;31;23;11;5
2019;1726;NA;4;NA;NA;NA;NA;NA;NA;NA;2;NA;1;2;NA;NA;2;1;1;1;2;NA;2;7;12;9;13;12;16;15;29;30;36;35;52;47;41;59;25;27;11
2019;1727;1;4;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;2;NA;2;1;1;3;3;3;6;1;11;6;17;13;16;13;26;14;34;26;28;42;48;39;26;21;7
2019;1728;1;1;NA;NA;NA;NA;1;1;NA;3;NA;1;NA;1;NA;1;1;2;3;2;4;13;8;12;10;15;11;31;17;24;21;35;42;37;59;50;68;34;27;14
2019;1841;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;2;1;2;1;2;4;5;7;6;7;8;5;7;4;4
2019;1842;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;NA;1;4;NA;6;1;6;7;8;8;1;1;2
2019;1843;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;3;1;2;1;4;6;4;3;6;4;5;3;18;8;13;3;4;4
2019;1844;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;1;3;NA;NA;3;NA;2;2;9;3;6;7;13;9;10;12;14;14;10;13;4;7;3
2019;1845;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;1;1;2;6;8;6;8;3;8;12;10;13;19;12;17;16;19;16;9;10;2
2019;1846;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;3;NA;1;1;4;2;7;2;6;6;12;12;8;12;8;15;4;7;2
2019;1847;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;6;4;6;3;3;3;9;9;4;13;12;11;4;5;NA
2019;1848;NA;2;2;NA;NA;1;NA;1;NA;1;1;NA;3;1;1;1;NA;1;5;2;3;2;3;13;6;11;13;9;11;28;14;20;27;28;40;22;42;22;20;7
2019;1849;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;2;5;5;8;6;5;6;10;11;13;16;19;15;24;31;23;31;16;12;9
2019;1850;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;2;2;5;2;3;1;3;7;5;3;8;8;7;26;24;30;22;24;11;15;5
2019;1851;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;2;NA;2;7;4;7;4;6;8;12;14;11;17;5;6;4
2019;1901;NA;1;NA;NA;NA;NA;NA;1;NA;NA;2;1;NA;1;1;4;2;4;2;3;3;6;9;11;17;20;13;21;26;30;27;54;51;33;76;48;76;34;31;13
2019;1902;4;5;NA;1;NA;NA;NA;1;1;1;1;2;NA;3;5;NA;4;3;5;9;9;14;11;22;17;28;19;31;44;44;50;59;80;97;127;97;98;75;46;29
2019;1903;2;1;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;NA;2;1;1;2;3;7;5;10;8;4;15;18;25;29;21;36;41;48;45;47;32;61;28;17;8
2019;1904;NA;1;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;NA;1;2;7;11;5;6;14;12;15;16;23;24;29;32;20;50;35;29;32;12;9
2019;1905;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;1;2;1;NA;NA;3;1;6;4;2;10;6;7;9;18;26;19;30;25;40;42;35;43;23;19;4
2019;1906;1;1;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;3;1;NA;1;2;1;6;3;6;7;6;8;13;9;14;10;19;13;17;14;24;18;11;5;1
2019;1907;1;3;1;NA;NA;NA;NA;NA;NA;1;NA;NA;2;NA;NA;1;NA;3;2;5;5;5;4;5;6;16;9;15;12;24;22;29;26;35;41;39;47;29;19;7
2019;1908;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;NA;1;2;3;3;NA;4;2;7;3;7;10;10;4;12;18;13;15;18;26;18;17;14;7;1
2019;1909;2;3;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;2;1;1;1;3;3;7;1;7;3;4;10;16;12;19;15;23;26;41;35;40;35;28;19;5
2019;1910;2;3;NA;1;NA;1;NA;NA;NA;1;1;2;1;2;1;1;1;5;2;4;5;5;8;11;6;14;10;19;22;23;21;36;37;38;69;44;63;33;25;11
2019;1911;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;1;5;5;5;4;7;17;10;17;10;17;19;24;28;20;36;21;12;3
2019;2011;NA;2;NA;NA;NA;NA;NA;NA;NA;1;NA;2;1;2;NA;1;1;3;NA;1;1;6;6;10;12;13;10;13;19;27;29;23;37;36;56;30;48;28;22;7
2019;2012;3;3;1;NA;NA;NA;NA;NA;NA;2;NA;2;NA;2;NA;1;NA;2;5;5;1;10;15;8;7;8;11;17;14;29;20;27;39;34;56;39;59;29;28;6
2019;2013;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;1;2;1;3;4;3;5;3;3;11;6;11;6;7;12;22;15;29;34;31;38;33;32;15;20;8
2019;2014;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;NA;3;1;NA;1;NA;4;6;2;3;5;6;13;11;19;16;19;14;30;18;27;27;31;28;19;9;4
2019;2015;2;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;2;1;1;3;2;2;5;6;11;9;11;10;10;15;18;24;35;26;47;51;45;45;25;37;10
2019;2101;2;1;NA;1;NA;NA;2;1;NA;NA;NA;2;NA;NA;NA;3;2;3;1;4;NA;5;4;7;8;10;11;17;13;20;19;44;26;40;47;34;70;23;39;11
2019;2102;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;1;NA;3;NA;1;4;1;2;4;NA;1;2;5;9;14;8;7;1;4;NA
2019;2103;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;NA;2;3;7;2;1;NA;5;NA;11;7;4;15;4;11;7;6;2
2019;2104;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;3;NA;2;2;2;1;4;3;7;6;10;14;9;13;20;25;28;31;46;39;48;74;72;75;43;46;13
2019;2105;1;1;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;NA;3;2;5;8;11;6;8;21;15;26;30;27;44;67;71;91;101;114;142;121;169;83;100;35
2019;2106;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;NA;2;NA;1;2;1;NA;11;8;5;9;7;5;12;10;23;28;25;32;42;56;51;61;22;43;15
2019;2107;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;1;NA;1;3;NA;4;3;3;2;7;6;7;9;4;9;7;10;10;9;3
2019;2108;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;2;1;NA;NA;2;3;3;3;3;NA;4;2;1;6;4;3;6;2;3;2
2019;2221;1;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;2;NA;NA;NA;NA;1;2;3;10;3;11;9;9;4;21;17;22;11;22;29;25;35;30;34;26;19;10
2019;2222;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;2;1;NA;1;4;2;3;6;2;8;8;12;10;17;9;22;12;25;19;20;31;30;33;16;22;3
2019;2223;NA;1;1;NA;NA;NA;NA;NA;NA;1;NA;2;NA;NA;NA;NA;NA;1;1;1;1;9;2;5;3;7;5;7;7;19;9;12;13;16;17;16;20;9;13;4
2019;2224;2;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;5;2;3;1;5;3;10;1;9;8;13;13;23;19;22;19;36;32;56;43;59;71;57;83;47;62;30
2019;2225;3;5;NA;1;NA;NA;2;1;2;1;2;4;3;2;3;3;7;3;3;6;8;10;7;15;18;34;19;38;33;55;52;59;84;79;105;97;127;61;84;30
2019;2226;1;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;1;1;3;2;1;7;6;10;7;9;12;18;28;31;36;41;41;62;70;34;44;15
2019;2227;NA;1;1;NA;NA;1;NA;2;2;6;NA;1;NA;1;NA;3;2;3;3;2;4;9;8;10;6;11;17;21;18;32;25;28;49;51;46;57;81;30;53;12
2019;2228;1;2;NA;NA;NA;NA;NA;1;NA;1;NA;2;1;NA;NA;3;2;5;1;7;4;4;7;16;12;16;7;19;19;26;27;27;35;33;41;50;49;27;34;15
2019;2229;NA;3;NA;NA;1;NA;NA;1;1;1;NA;1;NA;2;3;2;3;3;2;4;8;6;3;6;6;15;12;15;18;19;21;28;31;42;48;41;41;19;30;7
2019;2230;2;1;NA;NA;2;NA;NA;NA;NA;NA;NA;1;NA;2;1;3;2;3;6;7;3;11;8;9;14;20;15;11;30;33;34;47;58;45;75;59;86;47;64;20
2019;2301;1;NA;1;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;2;1;NA;2;6;4;9;10;6;6;10;17;16;23;13;18;32;16;24;5;14;3
2019;2302;NA;1;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;NA;NA;NA;NA;1;1;3;5;4;7;2;6;4;12;2;18;8;15;15;13;27;20;19;11;9;3
2019;2303;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;NA;1;NA;NA;NA;1;3;1;1;1;4;2;2;4;2;6;2;11;4;13;15;4;16;11;16;6;5;3
2019;2304;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;3;2;2;2;4;7;2;3;4;5;4;5;NA
2019;2305;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;2;NA;1;NA;3;2;2;4;5;4;8;11;10;6;17;16;16;13;5;6;3
2019;2306;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;1;NA;4;2;5;7;6;8;7;7;10;11;8;19;8;9;7;4;2
2019;2307;2;4;NA;NA;NA;NA;NA;1;2;NA;NA;NA;1;3;1;1;2;2;NA;3;3;3;5;8;6;13;9;12;8;21;20;33;17;27;34;27;27;21;26;5
2019;2308;1;1;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;1;NA;1;2;3;4;4;2;3;4;5;7;15;9;17;16;18;17;20;26;21;32;27;21;15;16;7
2019;2309;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;1;2;2;NA;2;3;3;6;5;9;3;10;14;10;15;7;2;2
2019;2310;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;NA;1;NA;NA;1;1;2;2;1;1;2;2;2;9;5;7;6;9;12;12;9;9;8;5
2019;2311;NA;1;NA;NA;NA;NA;NA;NA;NA;1;2;1;NA;2;NA;NA;1;4;4;5;5;3;2;6;6;14;10;11;23;21;31;32;42;35;41;37;45;16;27;11
2019;2312;1;NA;NA;NA;NA;NA;NA;NA;1;1;NA;1;1;1;NA;NA;1;3;1;1;5;7;6;12;5;18;7;20;14;27;18;29;40;34;43;34;43;25;25;6
2019;2313;1;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;1;1;2;2;3;NA;3;4;10;4;8;8;10;8;13;17;23;31;17;32;9;14;3
2019;2407;2;3;NA;NA;NA;NA;NA;NA;2;1;NA;1;1;1;NA;2;4;4;3;4;7;7;9;13;7;20;16;27;36;45;41;40;58;51;82;60;94;46;61;24
2019;2408;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;NA;NA;2;1;1;2;5;3;3;5;5;8;5;8;6;5;10;7;12;4;9;1
2019;2409;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;1;1;1;2;2;3;4;4;8;4;8;11;11;8;9;12;12;20;7;14;2
2019;2410;1;1;NA;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;1;2;1;2;NA;5;7;6;6;8;15;12;33;19;15;24;35;29;40;67;50;72;30;50;12
2019;2501;2;5;NA;NA;1;NA;NA;2;2;2;NA;1;1;1;3;3;3;7;7;9;10;18;17;32;21;30;27;40;36;62;69;69;113;87;140;99;158;70;121;36
2019;2502;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;1;1;6;2;6;8;3;9;11;14;8;20;27;41;28;45;67;47;82;42;48;13
2019;2503;NA;NA;NA;NA;NA;NA;NA;2;1;NA;NA;1;NA;NA;2;7;1;3;3;4;5;8;9;16;13;18;21;20;33;35;32;43;44;35;67;57;54;37;38;15
2019;2504;3;2;NA;NA;NA;NA;1;2;1;1;NA;NA;NA;NA;3;4;2;3;1;8;7;6;8;13;9;25;18;31;39;48;42;50;68;55;98;76;99;50;57;22
2019;2601;NA;NA;NA;NA;NA;NA;NA;NA;1;1;NA;NA;NA;2;2;NA;1;1;2;6;4;5;NA;9;4;17;7;13;13;16;17;20;12;30;46;26;30;19;13;6
2019;2602;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;2;NA;2;1;2;NA;6;5;6;3;5;6;4;7;9;9;2;7;NA
2019;2603;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;1;NA;NA;NA;1;1;1;4;1;3;NA;3;8;4;9;11;6;18;11;14;17;23;34;18;32;11;18;7
2020;101;2;NA;1;1;NA;1;NA;1;NA;2;1;NA;1;NA;1;NA;2;1;1;NA;1;2;3;8;2;16;5;13;18;20;23;27;28;38;38;41;38;25;12;7
2020;102;NA;2;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;NA;NA;NA;NA;NA;3;2;2;3;5;2;2;1;5;9;7;10;12;24;17;19;35;23;30;13;9;3
2020;103;1;2;NA;1;NA;2;NA;1;1;3;NA;1;2;2;2;7;4;2;2;11;5;10;13;20;15;23;18;39;37;52;58;80;78;90;98;97;108;60;46;21
2020;104;1;NA;NA;1;NA;NA;1;1;NA;3;NA;1;NA;NA;NA;1;2;2;3;7;5;12;14;13;7;24;11;25;23;24;32;40;46;46;69;48;50;36;18;8
2020;105;6;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;1;3;2;3;2;NA;1;7;15;9;16;11;18;11;26;24;29;44;62;60;62;96;76;83;48;39;10
2020;106;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;2;1;NA;3;1;4;2;4;4;5;14;14;11;9;10;14;22;31;42;49;65;60;92;96;125;115;139;74;62;24
2020;107;3;3;NA;NA;1;NA;NA;1;2;NA;3;2;2;NA;2;2;2;1;1;4;6;6;6;14;10;18;15;23;25;33;44;55;60;77;113;105;120;64;74;29
2020;108;NA;1;NA;NA;NA;NA;NA;1;NA;1;NA;NA;NA;NA;3;1;NA;3;2;4;4;7;6;9;13;9;4;15;24;32;31;30;37;45;47;40;37;28;19;5
2020;109;NA;2;1;1;NA;NA;NA;2;1;3;1;1;2;3;2;1;7;2;3;5;7;14;6;14;15;29;21;29;34;39;49;62;67;96;93;85;73;50;38;17
2020;110;5;3;NA;NA;NA;NA;2;2;NA;6;NA;3;NA;2;1;7;4;4;4;10;12;22;14;27;22;37;23;35;58;63;73;93;91;96;157;133;149;96;57;30
2020;111;2;2;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;2;3;2;4;NA;8;4;11;5;15;13;17;15;21;22;34;40;44;64;63;100;65;74;54;39;20
2020;112;16;21;NA;1;3;1;2;2;NA;6;3;8;3;10;8;9;4;13;17;31;27;43;28;59;43;70;80;98;133;148;166;163;254;235;431;270;479;254;320;102
2020;241;2;NA;NA;NA;NA;NA;NA;1;1;NA;NA;3;1;6;NA;NA;3;3;3;2;6;7;3;15;8;15;14;16;21;35;26;34;52;58;62;58;74;48;38;8
2020;242;3;3;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;1;4;1;NA;NA;3;7;4;9;10;15;17;14;28;27;29;33;60;50;61;89;89;130;107;142;90;70;32
2020;243;4;3;NA;NA;NA;NA;1;NA;1;NA;1;2;NA;2;1;1;NA;2;4;2;5;6;7;10;14;15;8;25;20;34;32;47;57;49;81;64;61;40;28;13
2020;244;NA;3;NA;NA;NA;NA;NA;1;NA;NA;NA;1;NA;NA;NA;6;3;2;4;5;5;16;7;10;19;34;11;38;30;43;38;50;49;56;104;79;91;46;44;11
2020;245;4;2;1;NA;NA;NA;1;1;NA;NA;1;1;NA;2;1;1;2;3;4;8;10;10;10;9;11;31;18;28;30;46;44;75;70;77;106;99;110;55;53;17
2020;246;6;7;1;NA;1;1;NA;3;2;8;3;6;4;7;12;13;8;7;13;21;28;44;38;57;53;64;74;115;140;198;187;256;257;292;448;344;484;239;272;113
2020;247;1;2;NA;NA;NA;NA;NA;2;NA;NA;NA;1;NA;1;NA;3;3;2;5;8;7;10;14;21;18;20;17;38;41;48;53;68;78;90;135;107;139;54;75;22
2020;248;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;1;NA;7;NA;1;1;5;10;6;6;13;7;11;11;16;15;23;16;13;11;4
2020;249;NA;NA;1;NA;NA;NA;NA;NA;1;NA;1;1;1;NA;NA;NA;1;1;1;5;5;6;2;14;11;10;9;13;11;24;19;17;31;36;48;36;56;27;24;9
2020;250;1;NA;NA;NA;NA;NA;NA;NA;NA;1;NA;1;2;NA;3;4;1;1;2;4;4;5;8;6;5;14;7;20;12;24;21;40;24;41;60;50;43;44;30;16
2020;311;2;1;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;2;1;2;2;NA;7;5;5;5;3;7;15;15;14;12;24;18;37;46;38;57;72;102;68;102;49;58;24
2020;312;1;2;NA;NA;NA;NA;NA;1;2;1;NA;NA;NA;3;NA;1;2;2;3;4;5;13;8;11;15;25;18;17;28;31;27;53;57;85;86;85;81;67;39;17
2020;313;NA;2;NA;1;NA;NA;NA;1;NA;NA;NA;2;2;2;NA;1;2;2;4;2;2;12;6;20;9;22;13;22;20;32;24;29;43;57;63;49;59;29;33;10
2020;314;NA;1;NA;1;NA;NA;1;1;1;1;NA;NA;NA;NA;1;1;1;4;2;2;5;7;8;10;8;17;9;26;10;25;26;42;41;46;75;54;52;25;26;9
2020;315;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;1;1;3;NA;1;2;1;NA;8;2;10;5;12;9;21;22;15;21;26;28;48;48;37;51;21;17;8
2020;316;1;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;NA;NA;NA;1;2;1;NA;NA;2;2;1;1;4;3;3;5;3;7;10;3;14;18;21;27;23;30;17;8;NA
2020;400;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;NA;2;1;NA;7;1;4;5;9;2;14;14;13;15;26;18;30;34;28;36;29;24;10
2020;501;1;1;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;2;NA;NA;1;1;NA;NA;2;1;3;2;6;4;5;8;15;11;25;18;19;15;12;7;3
