date,ch.kof.stringency.ag.stringency,ch.kof.stringency.ai.stringency,ch.kof.stringency.ar.stringency,ch.kof.stringency.be.stringency,ch.kof.stringency.bl.stringency,ch.kof.stringency.bs.stringency,ch.kof.stringency.ch.stringency,ch.kof.stringency.fr.stringency,ch.kof.stringency.ge.stringency,ch.kof.stringency.gl.stringency,ch.kof.stringency.gr.stringency,ch.kof.stringency.ju.stringency,ch.kof.stringency.lu.stringency,ch.kof.stringency.ne.stringency,ch.kof.stringency.nw.stringency,ch.kof.stringency.ow.stringency,ch.kof.stringency.sg.stringency,ch.kof.stringency.sh.stringency,ch.kof.stringency.so.stringency,ch.kof.stringency.sz.stringency,ch.kof.stringency.tg.stringency,ch.kof.stringency.ti.stringency,ch.kof.stringency.ur.stringency,ch.kof.stringency.vd.stringency,ch.kof.stringency.vs.stringency,ch.kof.stringency.zg.stringency,ch.kof.stringency.zh.stringency
2021-04-25,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-04-26,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-04-27,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-04-28,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-04-29,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-04-30,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-01,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-02,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-03,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-04,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-05,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-06,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-07,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-08,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-09,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-10,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-11,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-12,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-13,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-14,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-15,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-16,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-17,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-18,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-19,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-20,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-21,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-22,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-23,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-24,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-25,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-26,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-27,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-28,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-29,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-30,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778,52.7778
2021-05-31,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-01,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-02,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-03,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-04,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-05,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-06,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-07,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-08,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-09,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-10,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-11,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-12,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-13,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-14,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-15,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-16,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-17,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-18,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-19,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-20,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-21,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-22,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-23,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-24,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-25,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407
2021-06-26,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-06-27,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-06-28,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-06-29,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-06-30,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-07-01,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593,34.2593
2021-07-02,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-03,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-04,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-05,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-06,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-07,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-08,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-09,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-10,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-11,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-12,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-13,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-14,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-15,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-16,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-17,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-18,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-19,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-20,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-21,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-22,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-23,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-24,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-25,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-26,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-27,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
2021-07-28,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037,28.7037
