date,ch.kof.stringency.ag.stringency,ch.kof.stringency.ai.stringency,ch.kof.stringency.ar.stringency,ch.kof.stringency.be.stringency,ch.kof.stringency.bl.stringency,ch.kof.stringency.bs.stringency,ch.kof.stringency.ch.stringency,ch.kof.stringency.fr.stringency,ch.kof.stringency.ge.stringency,ch.kof.stringency.gl.stringency,ch.kof.stringency.gr.stringency,ch.kof.stringency.ju.stringency,ch.kof.stringency.lu.stringency,ch.kof.stringency.ne.stringency,ch.kof.stringency.nw.stringency,ch.kof.stringency.ow.stringency,ch.kof.stringency.sg.stringency,ch.kof.stringency.sh.stringency,ch.kof.stringency.so.stringency,ch.kof.stringency.sz.stringency,ch.kof.stringency.tg.stringency,ch.kof.stringency.ti.stringency,ch.kof.stringency.ur.stringency,ch.kof.stringency.vd.stringency,ch.kof.stringency.vs.stringency,ch.kof.stringency.zg.stringency,ch.kof.stringency.zh.stringency
2020-09-02,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-03,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-04,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-05,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-06,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-07,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-08,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-09,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-10,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-11,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-12,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-13,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-14,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-15,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-16,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,35.1852,37.963,37.963,37.963
2020-09-17,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-18,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-19,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-20,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-21,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-22,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-23,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-24,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-25,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-26,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-27,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-28,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-29,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-09-30,35.1852,35.1852,35.1852,35.1852,35.1852,37.963,35.1852,37.963,35.1852,35.1852,35.1852,40.7407,37.963,37.963,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,35.1852,40.7407,35.1852,46.2963,37.963,37.963,37.963
2020-10-01,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,37.963
2020-10-02,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-03,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-04,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-05,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-06,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-07,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-08,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,40.7407,32.4074,46.2963,37.963,37.963,43.5185
2020-10-09,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-10,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-11,32.4074,32.4074,32.4074,35.1852,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-12,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-13,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,32.4074,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-14,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,37.963,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,43.5185
2020-10-15,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,37.963,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,46.2963
2020-10-16,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,37.963,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,46.2963
2020-10-17,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,37.963,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,37.963,37.963,46.2963
2020-10-18,32.4074,32.4074,32.4074,37.963,37.963,35.1852,32.4074,37.963,37.963,32.4074,32.4074,40.7407,37.963,40.7407,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,32.4074,46.2963,32.4074,46.2963,44.4444,37.963,46.2963
2020-10-19,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,44.4444,40.7407,46.2963
2020-10-20,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,44.4444,40.7407,46.2963
2020-10-21,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-22,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-23,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-24,40.7407,40.7407,40.7407,50,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-25,40.7407,40.7407,40.7407,50,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-26,40.7407,40.7407,50,50,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-27,40.7407,40.7407,50,50,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-28,40.7407,40.7407,50,50,40.7407,46.2963,40.7407,46.2963,40.7407,40.7407,40.7407,50,46.2963,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,40.7407,46.2963,40.7407,46.2963,50,40.7407,46.2963
2020-10-29,46.2963,46.2963,50,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963
2020-10-30,46.2963,46.2963,50,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,49.0741,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963
2020-10-31,46.2963,46.2963,50,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,49.0741,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963
2020-11-01,46.2963,46.2963,50,50,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963,50,46.2963,46.2963,46.2963,46.2963,46.2963,46.2963,49.0741,46.2963,46.2963,46.2963,46.2963,46.2963,50,46.2963,46.2963
2020-11-02,50,50,53.7037,53.7037,50,50,50,50,56.4815,50,50,56.4815,50,52.7778,50,50,50,50,52.7778,50,50,50,50,50,53.7037,50,50
2020-11-03,50,50,53.7037,53.7037,50,50,50,50,56.4815,50,50,56.4815,50,52.7778,50,50,50,50,52.7778,50,50,50,50,50,53.7037,50,50
2020-11-04,50,50,53.7037,53.7037,50,50,50,53.7037,56.4815,50,50,56.4815,50,56.4815,50,50,50,50,52.7778,50,50,50,50,56.4815,53.7037,50,50
2020-11-05,50,50,53.7037,53.7037,50,50,50,53.7037,56.4815,50,50,56.4815,50,56.4815,50,50,50,50,52.7778,50,50,50,50,56.4815,53.7037,50,50
2020-11-06,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,55.5556,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-07,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,55.5556,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-08,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,55.5556,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-09,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-10,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-11,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-12,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-13,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-14,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-15,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-16,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-17,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-18,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-19,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-20,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-21,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-22,55.5556,55.5556,59.2593,59.2593,55.5556,55.5556,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-23,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-24,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-25,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-26,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-27,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-28,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-29,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-11-30,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-01,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-02,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-03,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,55.5556,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-04,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-05,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,55.5556,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-06,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-07,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-08,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,58.3333,55.5556,55.5556,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-09,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,59.2593,62.037,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,58.3333,55.5556,62.037,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-10,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,55.5556,58.3333,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,58.3333,55.5556,62.037,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
2020-12-11,55.5556,55.5556,59.2593,59.2593,55.5556,59.2593,55.5556,55.5556,58.3333,55.5556,59.2593,62.037,55.5556,62.037,55.5556,55.5556,55.5556,62.037,59.2593,55.5556,62.037,58.3333,55.5556,62.037,59.2593,55.5556,55.5556
